category,example_index,sentence
declarative,26,"He is one of the genuine émigrés, the good ones."
declarative,27,And also the Abbé Morio.
declarative,28,He has been received by the Emperor.
declarative,29,Anna Pávlovna almost closed her eyes to indicate that neither she nor anyone else had a right to criticize what the Empress desired or was pleased with.
declarative,30,"As she named the Empress, Anna Pávlovna’s face suddenly assumed an expression of profound and sincere devotion and respect mingled with sadness, and this occurred every time she mentioned her illustrious patroness."
declarative,31,"She added that Her Majesty had deigned to show Baron Funke beaucoup d’estime, and again her face clouded over with sadness."
declarative,32,The prince was silent and looked indifferent.
declarative,33,"I don’t speak of Anatole, your youngest."
declarative,34,He frowned.
declarative,35,"Hippolyte is at least a quiet fool, but Anatole is an active one."
declarative,36,It is the cross I have to bear.
declarative,37,That is how I explain it to myself.
declarative,38,Anna Pávlovna meditated.
declarative,39,He lives in the country.
declarative,40,"He is the well-known Prince Bolkónski who had to retire from the army under the late Emperor, and was nicknamed ‘the King of Prussia.’ He is very clever but eccentric, and a bore."
declarative,41,The poor girl is very unhappy.
declarative,42,"She has a brother; I think you know him, he married Lise Meinen lately."
declarative,43,The highest Petersburg society was assembled there: people differing widely in age and character but alike in the social circle to which they belonged.
declarative,44,"Prince Vasíli’s daughter, the beautiful Hélène, came to take her father to the ambassador’s entertainment; she wore a ball dress and her badge as maid of honor."
declarative,45,"The youthful little Princess Bolkónskaya, known as la femme la plus séduisante de Pétersbourg, * was also there."
declarative,46,"She had been married during the previous winter, and being pregnant did not go to any large gatherings, but only to small receptions."
declarative,47,"Prince Vasíli’s son, Hippolyte, had come with Mortemart, whom he introduced."
declarative,48,The Abbé Morio and many others had also come.
declarative,49,* The most fascinating woman in Petersburg.
declarative,50,"Each visitor performed the ceremony of greeting this old aunt whom not one of them knew, not one of them wanted to know, and not one of them cared about; Anna Pávlovna observed these greetings with mournful and solemn interest and silent approval."
declarative,51,The young Princess Bolkónskaya had brought some work in a gold-embroidered velvet bag.
declarative,52,"Her pretty little upper lip, on which a delicate dark down was just perceptible, was too short for her teeth, but it lifted all the more sweetly, and was especially charming when she occasionally drew it down to meet the lower lip."
declarative,53,"As is always the case with a thoroughly attractive woman, her defect—the shortness of her upper lip and her half-open mouth—seemed to be her own special and peculiar form of beauty."
declarative,54,"Everyone brightened at the sight of this pretty young woman, so soon to become a mother, so full of life and health, and carrying her burden so lightly."
declarative,55,"Old men and dull dispirited young ones who looked at her, after being in her company and talking to her a little while, felt as if they too were becoming, like her, full of life and health."
declarative,56,"All who talked to her, and at each word saw her bright smile and the constant gleam of her white teeth, thought that they were in a specially amiable mood that day."
declarative,57,"The little princess went round the table with quick, short, swaying steps, her workbag on her arm, and gaily spreading out her dress sat down on a sofa near the silver samovar, as if all she was doing was a pleasure to herself and to all around her."
declarative,58,He is going to get himself killed.
declarative,59,"One of the next arrivals was a stout, heavily built young man with close-cropped hair, spectacles, the light-colored breeches fashionable at that time, a very high ruffle, and a brown dress coat."
declarative,60,"This stout young man was an illegitimate son of Count Bezúkhov, a well-known grandee of Catherine’s time who now lay dying in Moscow."
declarative,61,"The young man had not yet entered either the military or civil service, as he had only just returned from abroad where he had been educated, and this was his first appearance in society."
declarative,62,Anna Pávlovna greeted him with the nod she accorded to the lowest hierarchy in her drawing room.
declarative,63,"But in spite of this lowest-grade greeting, a look of anxiety and fear, as at the sight of something too large and unsuited to the place, came over her face when she saw Pierre enter."
declarative,64,"Though he was certainly rather bigger than the other men in the room, her anxiety could only have reference to the clever though shy, but observant and natural, expression which distinguished him from everyone else in that drawing room."
declarative,65,"Pierre murmured something unintelligible, and continued to look round as if in search of something."
declarative,66,"On his way to the aunt he bowed to the little princess with a pleased smile, as to an intimate acquaintance."
declarative,67,"Anna Pávlovna’s alarm was justified, for Pierre turned away from the aunt without waiting to hear her speech about Her Majesty’s health."
declarative,68,But Pierre now committed a reverse act of impoliteness.
declarative,69,"First he had left a lady before she had finished speaking to him, and now he continued to speak to another who wished to get away."
declarative,70,"With his head bent, and his big feet spread apart, he began explaining his reasons for thinking the abbé’s plan chimerical."
declarative,71,"And having got rid of this young man who did not know how to behave, she resumed her duties as hostess and continued to listen and watch, ready to help at any point where the conversation might happen to flag."
declarative,72,"As the foreman of a spinning mill, when he has set the hands to work, goes round and notices here a spindle that has stopped or there one that creaks or makes more noise than it should, and hastens to check the machine or set it in proper motion, so Anna Pávlovna moved about her drawing room, approaching now a silent, now a too-noisy group, and by a word or slight rearrangement kept the conversational machine in steady, proper, and regular motion."
declarative,73,But amid these cares her anxiety about Pierre was evident.
declarative,74,"She kept an anxious watch on him when he approached the group round Mortemart to listen to what was being said there, and again when he passed to another group whose center was the abbé."
declarative,75,"Pierre had been educated abroad, and this reception at Anna Pávlovna’s was the first he had attended in Russia."
declarative,76,"He knew that all the intellectual lights of Petersburg were gathered there and, like a child in a toyshop, did not know which way to look, afraid of missing any clever conversation that was to be heard."
declarative,77,Seeing the self-confident and refined expression on the faces of those present he was always expecting to hear something very profound.
declarative,78,At last he came up to Morio.
declarative,79,"Here the conversation seemed interesting and he stood waiting for an opportunity to express his own views, as young people are fond of doing."
declarative,80,"CHAPTER III
Anna Pávlovna’s reception was in full swing."
declarative,81,The spindles hummed steadily and ceaselessly on all sides.
declarative,82,"With the exception of the aunt, beside whom sat only one elderly lady, who with her thin careworn face was rather out of place in this brilliant society, the whole company had settled into three groups."
declarative,83,"One, chiefly masculine, had formed round the abbé."
declarative,84,"Another, of young people, was grouped round the beautiful Princess Hélène, Prince Vasíli’s daughter, and the little Princess Bolkónskaya, very pretty and rosy, though rather too plump for her age."
declarative,85,The third group was gathered round Mortemart and Anna Pávlovna.
declarative,86,"The vicomte was a nice-looking young man with soft features and polished manners, who evidently considered himself a celebrity but out of politeness modestly placed himself at the disposal of the circle in which he found himself."
declarative,87,Anna Pávlovna was obviously serving him up as a treat to her guests.
declarative,88,"As a clever maître d’hôtel serves up as a specially choice delicacy a piece of meat that no one who had seen it in the kitchen would have cared to eat, so Anna Pávlovna served up to her guests, first the vicomte and then the abbé, as peculiarly choice morsels."
declarative,89,The group about Mortemart immediately began discussing the murder of the Duc d’Enghien.
declarative,90,"The vicomte said that the Duc d’Enghien had perished by his own magnanimity, and that there were particular reasons for Buonaparte’s hatred of him."
declarative,91,"Anna Pávlovna arranged a group round him, inviting everyone to listen to his tale."
declarative,92,The vicomte wished to begin his story and gave a subtle smile.
declarative,93,The princess smiled.
declarative,94,She rose with the same unchanging smile with which she had first entered the room—the smile of a perfectly beautiful woman.
declarative,95,"With a slight rustle of her white dress trimmed with moss and ivy, with a gleam of white shoulders, glossy hair, and sparkling diamonds, she passed between the men who made way for her, not looking at any of them but smiling on all, as if graciously allowing each the privilege of admiring her beautiful figure and shapely shoulders, back, and bosom—which in the fashion of those days were very much exposed—and she seemed to bring the glamour of a ballroom with her as she moved toward Anna Pávlovna."
declarative,96,"Hélène was so lovely that not only did she not show any trace of coquetry, but on the contrary she even appeared shy of her unquestionable and all too victorious beauty."
declarative,97,"She seemed to wish, but to be unable, to diminish its effect."
declarative,98,The princess rested her bare round arm on a little table and considered a reply unnecessary.
declarative,99,She smilingly waited.
declarative,100,"All the time the story was being told she sat upright, glancing now at her beautiful round arm, altered in shape by its pressure on the table, now at her still more beautiful bosom, on which she readjusted a diamond necklace."
declarative,101,"From time to time she smoothed the folds of her dress, and whenever the story produced an effect she glanced at Anna Pávlovna, at once adopted just the expression she saw on the maid of honor’s face, and again relapsed into her radiant smile."
declarative,102,The little princess had also left the tea table and followed Hélène.
declarative,103,"Prince Hippolyte, having brought the workbag, joined the circle and moving a chair close to hers seated himself beside her."
declarative,104,"Le charmant Hippolyte was surprising by his extraordinary resemblance to his beautiful sister, but yet more by the fact that in spite of this resemblance he was exceedingly ugly."
declarative,105,"His features were like his sister’s, but while in her case everything was lit up by a joyous, self-satisfied, youthful, and constant smile of animation, and by the wonderful classic beauty of her figure, his face on the contrary was dulled by imbecility and a constant expression of sullen self-confidence, while his body was thin and weak."
declarative,106,"His eyes, nose, and mouth all seemed puckered into a vacant, wearied grimace, and his arms and legs always fell into unnatural positions."
declarative,107,He spoke with such self-confidence that his hearers could not be sure whether what he said was very witty or very stupid.
declarative,108,"He was dressed in a dark-green dress coat, knee breeches of the color of cuisse de nymphe effrayée, as he called it, shoes, and silk stockings."
declarative,109,The vicomte told his tale very neatly.
declarative,110,"It was an anecdote, then current, to the effect that the Duc d’Enghien had gone secretly to Paris to visit Mademoiselle George; that at her house he came upon Bonaparte, who also enjoyed the famous actress’ favors, and that in his presence Napoleon happened to fall into one of the fainting fits to which he was subject, and was thus at the duc’s mercy."
declarative,111,"The latter spared him, and this magnanimity Bonaparte subsequently repaid by death."
declarative,112,"The story was very pretty and interesting, especially at the point where the rivals suddenly recognized one another; and the ladies looked agitated."
declarative,113,"The vicomte appreciated this silent praise and smiling gratefully prepared to continue, but just then Anna Pávlovna, who had kept a watchful eye on the young man who so alarmed her, noticed that he was talking too loudly and vehemently with the abbé, so she hurried to the rescue."
declarative,114,"Pierre had managed to start a conversation with the abbé about the balance of power, and the latter, evidently interested by the young man’s simple-minded eagerness, was explaining his pet theory."
declarative,115,"Both were talking and listening too eagerly and too naturally, which was why Anna Pávlovna disapproved."
declarative,116,"At that moment Anna Pávlovna came up and, looking severely at Pierre, asked the Italian how he stood Russian climate."
declarative,117,"The Italian’s face instantly changed and assumed an offensively affected, sugary expression, evidently habitual to him when conversing with women."
declarative,118,"Not letting the abbé and Pierre escape, Anna Pávlovna, the more conveniently to keep them under observation, brought them into the larger circle."
declarative,119,"CHAPTER IV
Just then another visitor entered the drawing room: Prince Andrew Bolkónski, the little princess’ husband."
declarative,120,"He was a very handsome young man, of medium height, with firm, clearcut features."
declarative,121,"Everything about him, from his weary, bored expression to his quiet, measured step, offered a most striking contrast to his quiet, little wife."
declarative,122,"It was evident that he not only knew everyone in the drawing room, but had found them to be so tiresome that it wearied him to look at or listen to them."
declarative,123,"And among all these faces that he found so tedious, none seemed to bore him so much as that of his pretty wife."
declarative,124,"He turned away from her with a grimace that distorted his handsome face, kissed Anna Pávlovna’s hand, and screwing up his eyes scanned the whole company."
declarative,125,"Pierre, who from the moment Prince Andrew entered the room had watched him with glad, affectionate eyes, now came up and took his arm."
declarative,126,"Before he looked round Prince Andrew frowned again, expressing his annoyance with whoever was touching his arm, but when he saw Pierre’s beaming face he gave him an unexpectedly kind and pleasant smile."
declarative,127,"He wished to say something more, but at that moment Prince Vasíli and his daughter got up to go and the two young men rose to let them pass."
declarative,128,"His daughter, Princess Hélène, passed between the chairs, lightly holding up the folds of her dress, and the smile shone still more radiantly on her beautiful face."
declarative,129,"Pierre gazed at her with rapturous, almost frightened, eyes as she passed him."
declarative,130,He has been staying with me a whole month and this is the first time I have seen him in society.
declarative,131,She knew his father to be a connection of Prince Vasíli’s.
declarative,132,The elderly lady who had been sitting with the old aunt rose hurriedly and overtook Prince Vasíli in the anteroom.
declarative,133,All the affectation of interest she had assumed had left her kindly and tear-worn face and it now expressed only anxiety and fear.
declarative,134,I should advise you to appeal to Rumyántsev through Prince Golítsyn.
declarative,135,She had now come to Petersburg to procure an appointment in the Guards for her only son.
declarative,136,"It was, in fact, solely to meet Prince Vasíli that she had obtained an invitation to Anna Pávlovna’s reception and had sat listening to the vicomte’s story."
declarative,137,"Prince Vasíli’s words frightened her, an embittered look clouded her once handsome face, but only for a moment; then she smiled again and clutched Prince Vasíli’s arm more tightly."
declarative,138,I have asked Golítsyn and he has refused.
declarative,139,"Influence in society, however, is a capital which has to be economized if it is to last."
declarative,140,"Prince Vasíli knew this, and having once realized that if he asked on behalf of all who begged of him, he would soon be unable to ask for himself, he became chary of using his influence."
declarative,141,"But in Princess Drubetskáya’s case he felt, after her second appeal, something like qualms of conscience."
declarative,142,She had reminded him of what was quite true; he had been indebted to her father for the first steps in his career.
declarative,143,"Moreover, he could see by her manners that she was one of those women—mostly mothers—who, having once made up their minds, will not rest until they have gained their end, and are prepared if necessary to go on insisting day after day and hour after hour, and even to make scenes."
declarative,144,This last consideration moved him.
declarative,145,Here is my hand on it.
declarative,146,You don’t know how Kutúzov is pestered since his appointment as Commander in Chief.
declarative,147,Apparently she had forgotten her age and by force of habit employed all the old feminine arts.
declarative,148,"But as soon as the prince had gone her face resumed its former cold, artificial expression."
declarative,149,"She returned to the group where the vicomte was still talking, and again pretended to listen, while waiting till it would be time to leave."
declarative,150,Her task was accomplished.
declarative,151,"Prince Hippolyte, who had been gazing at the vicomte for some time through his lorgnette, suddenly turned completely round toward the little princess, and having asked for a needle began tracing the Condé coat of arms on the table."
declarative,152,He explained this to her with as much gravity as if she had asked him to do it.
declarative,153,"The princess listened, smiling."
declarative,154,"It was evident that he did not like the vicomte and was aiming his remarks at him, though without looking at him."
declarative,155,The vicomte merely shrugged his shoulders.
declarative,156,Pierre looked solemnly at his audience over his spectacles and continued.
declarative,157,But Pierre continued his speech without heeding her.
declarative,158,The people only gave him power that he might rid them of the Bourbons and because they saw that he was a great man.
declarative,159,Revolution and regicide a grand thing?...
declarative,160,"Well, after that..."
declarative,161,Even our Saviour preached liberty and equality.
declarative,162,On the contrary.
declarative,163,"In the first moment of Pierre’s outburst Anna Pávlovna, despite her social experience, was horror-struck."
declarative,164,"But when she saw that Pierre’s sacrilegious words had not exasperated the vicomte, and had convinced herself that it was impossible to stop him, she rallied her forces and joined the vicomte in a vigorous attack on the orator."
declarative,165,"Pierre, not knowing whom to answer, looked at them all and smiled."
declarative,166,His smile was unlike the half-smile of other people.
declarative,167,"When he smiled, his grave, even rather gloomy, look was instantaneously replaced by another—a childlike, kindly, even rather silly look, which seemed to ask forgiveness."
declarative,168,The vicomte who was meeting him for the first time saw clearly that this young Jacobin was not so terrible as his words suggested.
declarative,169,All were silent.
declarative,170,"Everyone waited, so emphatically and eagerly did he demand their attention to his story."
declarative,171,"She must have two footmen behind her carriage, and very big ones."
declarative,172,That was her taste.
declarative,173,"And she had a lady’s maid, also big."
declarative,174,"Several persons, among them the elderly lady and Anna Pávlovna, did however smile."
declarative,175,Suddenly there was a great wind.
declarative,176,"Though it was unintelligible why he had told it, or why it had to be told in Russian, still Anna Pávlovna and the others appreciated Prince Hippolyte’s social tact in so agreeably ending Pierre’s unpleasant and unamiable outburst."
declarative,177,"After the anecdote the conversation broke up into insignificant small talk about the last and next balls, about theatricals, and who would meet whom, and when and where."
declarative,178,"CHAPTER VI
Having thanked Anna Pávlovna for her charming soiree, the guests began to take their leave."
declarative,179,Pierre was ungainly.
declarative,180,"Stout, about the average height, broad, with huge red hands; he did not know, as the saying is, how to enter a drawing room and still less how to leave one; that is, how to say something particularly agreeable before going away."
declarative,181,Besides this he was absent-minded.
declarative,182,"When he rose to go, he took up instead of his own, the general’s three-cornered hat, and held it, pulling at the plume, till the general asked him to restore it."
declarative,183,"All his absent-mindedness and inability to enter a room and converse in it was, however, redeemed by his kindly, simple, and modest expression."
declarative,184,"Prince Andrew had gone out into the hall, and, turning his shoulders to the footman who was helping him on with his cloak, listened indifferently to his wife’s chatter with Prince Hippolyte who had also come into the hall."
declarative,185,"Prince Hippolyte stood close to the pretty, pregnant princess, and stared fixedly at her through his eyeglass."
declarative,186,Anna Pávlovna had already managed to speak to Lise about the match she contemplated between Anatole and the little princess’ sister-in-law.
declarative,187,"Prince Hippolyte approached the little princess and, bending his face close to her, began to whisper something."
declarative,188,"Two footmen, the princess’ and his own, stood holding a shawl and a cloak, waiting for the conversation to finish."
declarative,189,"They listened to the French sentences which to them were meaningless, with an air of understanding but not wishing to appear to do so."
declarative,190,The princess as usual spoke smilingly and listened with a laugh.
declarative,191,"Either from awkwardness or intentionally (no one could have said which) after the shawl had been adjusted he kept his arm around her for a long time, as though embracing her."
declarative,192,"Still smiling, she gracefully moved away, turning and glancing at her husband."
declarative,193,"Prince Andrew’s eyes were closed, so weary and sleepy did he seem."
declarative,194,"Prince Hippolyte hurriedly put on his cloak, which in the latest fashion reached to his very heels, and, stumbling in it, ran out into the porch following the princess, whom a footman was helping into the carriage."
declarative,195,"The princess, picking up her dress, was taking her seat in the dark carriage, her husband was adjusting his saber; Prince Hippolyte, under pretense of helping, was in everyone’s way."
declarative,196,"The postilion started, the carriage wheels rattled."
declarative,197,Prince Hippolyte laughed spasmodically as he stood in the porch waiting for the vicomte whom he had promised to take home.
declarative,198,Hippolyte burst out laughing.
declarative,199,"Pierre turned his whole body, making the sofa creak."
declarative,200,"He lifted his eager face to Prince Andrew, smiled, and waved his hand."
interrogative,1,But how do you do?
interrogative,2,"Well, and what has been decided about Novosíltsev’s dispatch?"
interrogative,3,What answer did Novosíltsev get?
interrogative,4,And what have they promised?
interrogative,5,Do you know that profound thinker?
interrogative,6,Do you know that since your daughter came out everyone has been enraptured by her?
interrogative,7,Why has fate given you two such splendid children?
interrogative,8,Do you know I am dissatisfied with your younger son?
interrogative,9,Who does not love liberty and equality?
interrogative,10,Have people since the Revolution become happier?
interrogative,11,"It has been a delightful evening, has it not?"
interrogative,12,"Well, have you at last decided on anything?"
interrogative,13,"How is it that we women don’t want anything of the kind, don’t need it?"
interrogative,14,What have I done to you?
interrogative,15,Eh?
interrogative,16,"The police tried to interfere, and what did the young men do?"
interrogative,17,What is anyone in the world to me?
interrogative,18,Don’t you see you are not wanted here?
interrogative,19,Don’t I know that at the rate we are living our means won’t last long?
interrogative,20,Even in the country do we get any rest?
interrogative,21,How did you get things settled?
interrogative,22,"I only need see Prince Vasíli Sergéevich: he is staying here, is he not?"
interrogative,23,So you are Borís?
interrogative,24,And what do you think of the Boulogne expedition?
interrogative,25,Perhaps you did not like it?
interrogative,26,"I always make it a rule to speak out... Well, what answer am I to take?"
interrogative,27,Nowhere to hunt with your dogs?
interrogative,28,"But what is to be done, old man?"
interrogative,29,"*(2) Suvórov now—he knew what he was about; yet they beat him à plate couture,*(3) and where are we to find Suvórovs now?"
interrogative,30,* Do you know the proverb?
interrogative,31,What kind of ice pudding?
interrogative,32,"What kind, Márya Dmítrievna?"
interrogative,33,What is it?
interrogative,34,What have I done to her?
interrogative,35,"Do you remember how we and Nicholas, all three of us, talked in the sitting room after supper?"
interrogative,36,"I don’t quite remember how, but don’t you remember that it could all be arranged and how nice it all was?"
interrogative,37,Really?
interrogative,38,Why should you?
interrogative,39,Do you know I have sent for Pierre?
interrogative,40,"The only question is, has it been destroyed or not?"
interrogative,41,"You are so intelligent, how is it you don’t see that if the count has written a letter to the Emperor begging him to recognize Pierre as legitimate, it follows that Pierre will not be Pierre but will become Count Bezúkhov, and will then inherit everything under the will?"
interrogative,42,"Why are we not together as we were last summer, in your big study, on the blue sofa, the confidential sofa?"
interrogative,43,"Why cannot I now, as three months ago, draw fresh moral strength from your look, so gentle, calm, and penetrating, a look I loved so well and seem to see before me as I write?"
interrogative,44,"So you still love me, my romantic Julie?"
interrogative,45,"What then should I say, if I dared complain, I who am deprived of all who are dear to me?"
interrogative,46,Why do you suppose that I should look severely on your affection for that young man?
interrogative,47,"Let us not seek to penetrate what mysteries they contain; for how can we, miserable sinners that we are, know the terrible and holy secrets of Providence while we remain in this flesh which forms an impenetrable veil between us and the Eternal?"
interrogative,48,How is he?
interrogative,49,And the walks in the avenues?
interrogative,50,But what’s the southern army to do?
interrogative,51,Suvórov couldn’t manage them so what chance has Michael Kutúzov?
interrogative,52,"Were the Potëmkins, Suvórovs, and Orlóvs Germans?"
interrogative,53,You are not angry with me for coming?
interrogative,54,Why speak of me?
interrogative,55,How can one judge Father?
interrogative,56,"But even if one might, what feeling except veneration could such a man as my father evoke?"
interrogative,57,But if you want to know the truth... if you want to know whether I am happy?
interrogative,58,Is she happy?
interrogative,59,The commander in chief is expected and you leave your place?
interrogative,60,Eh?
interrogative,61,"Has he been degraded into a field marshal, or into a soldier?"
interrogative,62,Leave?
interrogative,63,Where’s your leg?
interrogative,64,Did he say when the battles are to begin?
interrogative,65,How d’ye do?
interrogative,66,"We are childwen of the dust... but one falls in love and one is a God, one is pua’ as on the fihst day of cweation... Who’s that now?"
interrogative,67,"Well, what are you standing there for, you sca’cwow?"
interrogative,68,Are you going to have lunch too?
interrogative,69,What?
interrogative,70,How dare you?
interrogative,71,Now what was the colonel to do?
interrogative,72,Have the officer tried and disgrace the whole regiment?
interrogative,73,Disgrace the whole regiment because of one scoundrel?
interrogative,74,Is that how you look at it?
interrogative,75,"It’s not pleasant, but what’s to be done, my dear fellow?"
interrogative,76,"You are offended at being put on duty a bit, but why not apologize to an old and honorable officer?"
interrogative,77,"Am I not right, Denísov?"
interrogative,78,Saw the real Mack?
interrogative,79,"I congratulated him on Mack’s arrival... What’s the matter, Rostóv?"
interrogative,80,Can’t you wait?
interrogative,81,And what is there?
interrogative,82,"Who is there?—there beyond that field, that tree, that roof lit up by the sun?"
interrogative,83,Don’t you see the skirmishers are retreating?
interrogative,84,Who’ll get there first?
interrogative,85,Send two men?
interrogative,86,And who then would give us the Vladímir medal and ribbon?
interrogative,87,There has been an encounter with Mortier?
interrogative,88,A victory?
interrogative,89,You say the affair was decisive?
interrogative,90,"That is true, but still why didn’t you capture him?"
interrogative,91,"All that is beautiful, but what do we, I mean the Austrian court, care for your victories?"
interrogative,92,"Besides, suppose you did gain a brilliant victory, if even the Archduke Karl gained a victory, what effect would that have on the general course of events?"
interrogative,93,Occupied?
interrogative,94,What of the bridge and its celebrated bridgehead and Prince Auersperg?
interrogative,95,Here?
interrogative,96,"‘Gentlemen,’ says one of them, ‘you know the Thabor Bridge is mined and doubly mined and that there are menacing fortifications at its head and an army of fifteen thousand men has been ordered to blow up the bridge and not let us cross?"
interrogative,97,"Where and why are you going, when you might remain here?"
interrogative,98,What will become of us?
interrogative,99,Are you in command here?
interrogative,100,Eh?
interrogative,101,Don’t you hear?
interrogative,102,Eh?
interrogative,103,But what’s the matter with you?
interrogative,104,"Fine, isn’t it?"
interrogative,105,Can it be that they will take me too?
interrogative,106,Why are they running?
interrogative,107,Can they be coming at me?
interrogative,108,And why?
interrogative,109,To kill me?
interrogative,110,Cut off?
interrogative,111,"Would this disorderly crowd of soldiers attend to the voice of their commander, or would they, disregarding him, continue their flight?"
interrogative,112,"Where to, now?"
interrogative,113,"Halt, is it?"
interrogative,114,Perhaps it might really have been so?
interrogative,115,Could one possibly make out amid all that confusion what did or did not happen?
interrogative,116,Why are they here?
interrogative,117,What do they want?
interrogative,118,Don’t you think so?
interrogative,119,Don’t I?
interrogative,120,What had happened?
interrogative,121,"Was I mistaken before, or am I mistaken now?"
interrogative,122,But how will it be?
interrogative,123,How did it begin?
interrogative,124,So why should I not stay at his house?
interrogative,125,A minister?
interrogative,126,What minister?
interrogative,127,Eh?
interrogative,128,"Could the joy of love, of earthly love for a man, be for her?"
interrogative,129,"What could all that matter in comparison with the will of God, without Whose care not a hair of man’s head can fall?"
interrogative,130,"There’s Lise, married to Andrew—a better husband one would think could hardly be found nowadays—but is she contented with her lot?"
interrogative,131,And who would marry Marie for love?
interrogative,132,How d’ye do?
interrogative,133,How d’ye do?
interrogative,134,"So, my dear boy, you wish to serve the Tsar and the country?"
interrogative,135,Husband?
interrogative,136,And how is it she has not pride enough to see it?
interrogative,137,I?
interrogative,138,What of me?
interrogative,139,What about you?
interrogative,140,Why?
interrogative,141,Do you wish or not to be Prince Anatole Kurágin’s wife?
interrogative,142,"But, my dear, will you not give us a little hope of touching this heart, so kind and generous?"
interrogative,143,You won’t?
interrogative,144,"Now that he was already an officer and a wounded hero, would it be right to remind him of herself and, as it might seem, of the obligations to her he had taken on himself?"
interrogative,145,"I did not think he would get it to you so quickly.... Well, how are you?"
interrogative,146,"And what do you think, Count?"
interrogative,147,"At a time of such love, such rapture, and such self-sacrifice, what do any of our quarrels and affronts matter?"
interrogative,148,Do you know the tale about him and Count Markóv?
interrogative,149,You know the story of the handkerchief?
interrogative,150,"Is it not so, gentlemen?"
interrogative,151,How is your old fellow?
interrogative,152,"Why negotiate, and above all why retreat, when to retreat is so contrary to his method of conducting war?"
interrogative,153,What do you think he replied?
interrogative,154,what am I to do if I love nothing but fame and men’s esteem?
interrogative,155,What if he gave me a place near him?
interrogative,156,"On this knoll there was a white patch that Rostóv could not at all make out: was it a glade in the wood lit up by the moon, or some unmelted snow, or some white houses?"
interrogative,157,How shall I speak to the Emperor?
interrogative,158,Whom?
interrogative,159,What?
interrogative,160,Is the way blocked?
interrogative,161,Why doesn’t the Frenchman stab him?
interrogative,162,Am I falling?
interrogative,163,How was it I did not see that lofty sky before?
interrogative,164,What is it?
interrogative,165,Whom are they firing at?
interrogative,166,What need to hurry?
interrogative,167,"What was he now to say to the Tsar or to Kutúzov, even if they were alive and unwounded?"
interrogative,168,Don’t you hear?
interrogative,169,But to whom should I say that?
interrogative,170,How much longer?
interrogative,171,Can’t you hurry up?
interrogative,172,Don’t you see?
interrogative,173,What do you think?
interrogative,174,Are you the same as we?
interrogative,175,"Yes, very noble?"
interrogative,176,"I shall have my own orchestra, but shouldn’t we get the gypsy singers as well?"
interrogative,177,"Courage conquest guarantees;
Have we not Bagratión?"
interrogative,178,And why?
interrogative,179,Why did I bind myself to her?
interrogative,180,"Why did I say ‘Je vous aime’ * to her, which was a lie, and worse than a lie?"
interrogative,181,I am guilty and must endure... what?
interrogative,182,A slur on my name?
interrogative,183,A misfortune for life?
interrogative,184,Who is right and who is wrong?
interrogative,185,"Come now, what was this duel about?"
interrogative,186,What is it meant to prove?
interrogative,187,What?
interrogative,188,"Well, what have you proved?"
interrogative,189,What does this duel prove?
interrogative,190,What will be the result?
interrogative,191,Why?
interrogative,192,Because I like his company?
interrogative,193,And why?
interrogative,194,Had he repented of his unbelief?
interrogative,195,Was he now there?
interrogative,196,Do you feel it?
interrogative,197,What baby...?
interrogative,198,Why is there a baby there?
